driver_code,meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed,clean
VER,1290,11334,3,30,2026-07-19T14:01:14.114000+00:00,31.467,49.363,29.476,313.0,202,False,110.306,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",289.0,True
VER,1290,11334,3,31,2026-07-19T14:03:04.583000+00:00,31.546,49.206,29.443,312.0,203,False,110.195,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",288.0,True
VER,1290,11334,3,32,2026-07-19T14:04:54.794000+00:00,31.514,49.375,29.535,310.0,202,False,110.424,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]",290.0,True
VER,1290,11334,3,33,2026-07-19T14:06:45.140000+00:00,31.417,49.204,29.447,,205,False,110.068,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",,True
VER,1290,11334,3,34,2026-07-19T14:08:35.201000+00:00,31.509,49.472,29.717,309.0,202,False,110.698,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",294.0,True
VER,1290,11334,3,35,2026-07-19T14:10:25.923000+00:00,31.503,49.351,29.553,306.0,202,False,110.407,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]",292.0,True
VER,1290,11334,3,36,2026-07-19T14:12:16.405000+00:00,31.573,49.144,29.481,,203,False,110.198,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",291.0,True
VER,1290,11334,3,37,2026-07-19T14:14:06.578000+00:00,31.627,49.054,29.411,,204,False,110.092,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]",289.0,True
VER,1290,11334,3,38,2026-07-19T14:15:56.671000+00:00,31.625,49.209,29.518,,204,False,110.352,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]",291.0,True
VER,1290,11334,3,39,2026-07-19T14:17:46.987000+00:00,31.424,49.13,29.733,307.0,208,False,110.287,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049, 2048, 2048, 2048, 2048]","[2049, 2049, 2048, 2048, 2048, 2048, 2048, 2049]",294.0,True
VER,1290,11334,3,40,2026-07-19T14:19:37.246000+00:00,31.263,49.021,29.369,308.0,206,False,109.653,"[None, 2048, 2048, 2049, 2049, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",297.0,True
VER,1290,11334,3,41,2026-07-19T14:21:26.983000+00:00,31.313,49.114,29.496,309.0,207,False,109.923,"[None, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2049, 2049, 2048, 2048, 2048, 2048, 2048, 2048]",298.0,True
VER,1290,11334,3,42,2026-07-19T14:23:16.909000+00:00,31.178,49.175,29.507,,208,False,109.86,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2049, 2048, 2048, 2048, 2048, 2048, 2048]",296.0,True
VER,1290,11334,3,43,2026-07-19T14:25:06.787000+00:00,31.265,49.117,29.675,313.0,208,False,110.057,"[None, 2048, 2049, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",297.0,True
VER,1290,11334,3,44,2026-07-19T14:26:56.772000+00:00,31.259,49.349,29.183,310.0,204,False,109.791,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",295.0,True
